epoch,stage,lr,score,train_total,val_total,grad_norm_before,grad_norm_after,pred_region_unique,binary_prob_mean,boundary_prob_mean,inter_prob_mean,curve_prob_mean
13,binary_foundation,7e-05,-10.652916550636292,9.678466411347085,10.652916550636292,8.534858888630138,0.8999998703966555,"[0, 1, 2, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 19, 20, 21, 22, 24]",0.35341209173202515,0.5174427032470703,0.47558191418647766,0.49760472774505615
14,binary_foundation,7e-05,-10.143011450767517,9.496554374694824,10.143011450767517,8.41389273458257,0.8999998632168235,"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 19, 20, 21, 22, 24]",0.3133998513221741,0.5068082213401794,0.4851210117340088,0.4824715554714203
15,binary_foundation,7e-05,-9.898300528526306,9.311782004985403,9.898300528526306,8.178877419074293,0.899999865705778,"[0, 1, 2, 3, 6, 7, 8, 9, 11, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]",0.3039144277572632,0.4965079128742218,0.48349571228027344,0.47907906770706177
16,region_strong_main,6.159999999999999e-05,-22.330233454704285,22.61394634652645,22.330233454704285,inf,,"[0, 6, 7, 8, 9, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]",0.28793954849243164,0.49321264028549194,0.4887450635433197,0.4712284803390503
17,region_strong_main,6.159999999999999e-05,-21.300729393959045,21.572757436874063,21.300729393959045,14.002221693211753,0.8999998836133449,"[0, 7, 8, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]",0.2790086269378662,0.4919479489326477,0.4944198727607727,0.4709348678588867
18,region_strong_main,6.159999999999999e-05,-21.121151447296143,20.864850023959544,21.121151447296143,13.965544619092551,0.8999999094454473,"[0, 7, 8, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]",0.29891642928123474,0.4866630434989929,0.4888049066066742,0.47769248485565186
19,region_strong_main,6.159999999999999e-05,-20.733606219291687,20.103890479879176,20.733606219291687,13.994207503513005,0.8999999230178052,"[0, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3090570569038391,0.4825124144554138,0.48569750785827637,0.47973722219467163
20,region_strong_main,6.159999999999999e-05,-19.305341958999634,19.44598814781676,19.305341958999634,14.761836989062603,0.8999999089971135,"[0, 1, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.30042850971221924,0.4841020107269287,0.48163342475891113,0.47418883442878723
21,region_strong_main,6.159999999999999e-05,-18.629754066467285,18.751467035171835,18.629754066467285,14.810650607384213,0.8999999227064501,"[0, 1, 7, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3004739284515381,0.47493746876716614,0.47518518567085266,0.4714049696922302
22,region_strong_main,6.159999999999999e-05,-17.945147275924683,18.09436477498805,17.945147275924683,14.203602370545415,0.8999999119072271,"[0, 1, 7, 8, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2920224666595459,0.47499194741249084,0.4819854497909546,0.4662055969238281
23,region_strong_main,6.159999999999999e-05,-17.31963062286377,17.49080852752036,17.31963062286377,14.069655547757863,0.8999999130086173,"[0, 1, 7, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]",0.29344266653060913,0.4643722176551819,0.47802507877349854,0.46866390109062195
24,region_strong_main,6.159999999999999e-05,-16.713420391082764,17.017005920410156,16.713420391082764,13.807155287229895,0.8999999184006765,"[0, 1, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]",0.2857895791530609,0.46048504114151,0.4792367219924927,0.4630502462387085
25,region_strong_main,6.159999999999999e-05,-16.286129474639893,16.41658381198315,16.286129474639893,13.948874185940324,0.8999999110229758,"[0, 1, 8, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]",0.28786370158195496,0.45228296518325806,0.4769749641418457,0.4620024561882019
26,region_strong_main,6.159999999999999e-05,-15.553396761417389,15.847428950857608,15.553396761417389,14.489398268353478,0.8999999034110597,"[0, 1, 8, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]",0.2787620425224304,0.44620123505592346,0.4799060821533203,0.4605273902416229
27,region_strong_main,6.159999999999999e-05,-15.182327568531036,15.443461763097885,15.182327568531036,13.796899017905792,0.899999904832144,"[0, 1, 8, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2842760682106018,0.4385536313056946,0.47670960426330566,0.4609244167804718
28,region_strong_main,6.159999999999999e-05,-14.515718042850494,14.955895870289904,14.515718042850494,14.332591497592173,0.8999999116028506,"[0, 1, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.27693066000938416,0.4291555881500244,0.4770869314670563,0.4652276039123535
29,region_strong_main,6.159999999999999e-05,-15.291970074176788,14.3704576695219,15.291970074176788,13.871014471795887,0.8999999102678488,"[0, 1, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3089714050292969,0.4302114248275757,0.4729968011379242,0.47009122371673584
30,region_strong_main,6.159999999999999e-05,-13.686129331588745,13.946928369238021,13.686129331588745,13.475441336570364,0.8999999162462343,"[0, 1, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2622074782848358,0.4200093150138855,0.48154935240745544,0.45487678050994873
31,region_strong_main,6.159999999999999e-05,-13.56041955947876,13.551566834145405,13.56041955947876,13.312969488437698,0.8999999035980623,"[0, 1, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2765790820121765,0.41481414437294006,0.4791262447834015,0.45979687571525574
32,region_strong_main,6.159999999999999e-05,-12.68763542175293,13.243421229910343,12.68763542175293,13.719504627968083,0.8999999012528105,"[0, 1, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.25827527046203613,0.39933472871780396,0.478701114654541,0.46051910519599915
33,region_strong_main,6.159999999999999e-05,-12.703187704086304,12.794243386451233,12.703187704086304,13.240008851682605,0.8999999001171111,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2704364061355591,0.3956841230392456,0.4792025685310364,0.46510136127471924
34,region_strong_main,6.159999999999999e-05,-12.178026020526886,12.535249040481892,12.178026020526886,12.526128992215142,0.8999999142728324,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.23981040716171265,0.39064323902130127,0.4796960949897766,0.44851231575012207
35,region_strong_main,6.159999999999999e-05,-11.791160225868225,12.26646396961618,11.791160225868225,12.950447777222854,0.8999999192100561,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2465178668498993,0.38353264331817627,0.48205500841140747,0.4554755687713623
36,region_strong_main,6.159999999999999e-05,-11.569841146469116,11.848099383902042,11.569841146469116,11.557843350567826,0.899999893198075,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.2418818324804306,0.37340235710144043,0.4773408770561218,0.45493990182876587
37,region_strong_main,6.159999999999999e-05,-11.14741975069046,11.711824620023688,11.14741975069046,12.020142137424562,0.8999999009713516,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.23440974950790405,0.36437350511550903,0.4783194065093994,0.4537658989429474
38,region_strong_main,6.159999999999999e-05,-10.857864558696747,11.377954584486941,10.857864558696747,12.070831404165327,0.899999909550483,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2265559881925583,0.3510201871395111,0.47690731287002563,0.45469194650650024
39,region_strong_main,6.159999999999999e-05,-10.801969826221466,11.033959855424596,10.801969826221466,10.622278109017147,0.8999999007509123,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.23145131766796112,0.34743303060531616,0.47432374954223633,0.4551908075809479
40,region_strong_main,6.159999999999999e-05,-10.492292523384094,10.899531445604689,10.492292523384094,11.544275611794905,0.899999890915395,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2145787626504898,0.3353605270385742,0.4756271541118622,0.45162710547447205
41,region_strong_main,6.159999999999999e-05,-10.39842140674591,10.63186669856944,10.39842140674591,11.853973250336502,0.8999999061204604,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.226409450173378,0.32809731364250183,0.470134437084198,0.45591670274734497
42,region_strong_main,6.159999999999999e-05,-10.121068835258484,10.392064175707228,10.121068835258484,11.198458730840262,0.8999999063365046,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.21156921982765198,0.31388846039772034,0.47384247183799744,0.4552803039550781
43,region_strong_main,6.159999999999999e-05,-9.975595653057098,10.215429224866503,9.975595653057098,11.897137519317633,0.8999998924321589,"[0, 1, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.21210914850234985,0.31122833490371704,0.467114120721817,0.4514545798301697
44,region_strong_main,6.159999999999999e-05,-10.114939570426941,10.048890803722625,10.114939570426941,11.147279322609641,0.8999998962454373,"[0, 1, 8, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.22682839632034302,0.30880483984947205,0.46317410469055176,0.45555034279823303
45,region_strong_main,6.159999999999999e-05,-9.885863900184631,9.85167994397752,9.885863900184631,10.406260053583582,0.8999998963625581,"[0, 1, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.2189570516347885,0.29438722133636475,0.46791988611221313,0.45825889706611633
46,region_strong_main,6.159999999999999e-05,-9.456162810325623,9.685035015674348,9.456162810325623,10.064224922623755,0.8999999016777434,"[0, 1, 2, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.20431895554065704,0.2863463759422302,0.4708818793296814,0.452765554189682
47,region_strong_main,6.159999999999999e-05,-9.716717898845673,9.57784401102269,9.716717898845673,10.744817206024434,0.899999904762207,"[0, 1, 2, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.20257727801799774,0.27993255853652954,0.4686886966228485,0.45416519045829773
48,region_strong_main,6.159999999999999e-05,-9.696252703666687,9.419666188828488,9.696252703666687,10.094210688156847,0.8999998908897308,"[0, 1, 2, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.21384257078170776,0.2732526957988739,0.46894627809524536,0.45857053995132446
49,region_strong_main,6.159999999999999e-05,-9.321445286273956,9.275978392743049,9.321445286273956,9.689630931455874,0.8999998903162241,"[0, 1, 2, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.19836226105690002,0.26011088490486145,0.47026917338371277,0.4549553096294403
50,region_strong_main,6.159999999999999e-05,-9.096969902515411,9.14741668295353,9.096969902515411,9.44228869688397,0.8999998830839467,"[0, 1, 2, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.19118216633796692,0.25281426310539246,0.47502899169921875,0.455070436000824
51,region_strong_main,6.159999999999999e-05,-9.076555788516998,9.070923582036444,9.076555788516998,9.228232023009856,0.8999998823902147,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.18443487584590912,0.2482220083475113,0.4729570150375366,0.449922651052475
52,region_strong_main,6.159999999999999e-05,-8.81677633523941,8.885003495723643,8.81677633523941,9.79996424315349,0.899999887771026,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.18689721822738647,0.24177218973636627,0.4718887209892273,0.4526599645614624
53,region_strong_main,6.159999999999999e-05,-8.728061139583588,8.7851046501322,8.728061139583588,10.019601408399675,0.8999998885353713,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1801758110523224,0.23294201493263245,0.47386980056762695,0.4513011574745178
54,region_strong_main,6.159999999999999e-05,-8.989026367664337,8.659350506802822,8.989026367664337,9.54872095521486,0.8999998802325582,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.20363260805606842,0.23382070660591125,0.46992599964141846,0.46060889959335327
55,region_strong_main,6.159999999999999e-05,-8.83499962091446,8.60410932784385,8.83499962091446,10.35818860602497,0.8999998966559726,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.18473699688911438,0.21957673132419586,0.4714358448982239,0.45684099197387695
56,region_strong_main,6.159999999999999e-05,-8.667655408382416,8.45522354004231,8.667655408382416,9.826150220252641,0.8999998741202263,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.19071009755134583,0.2187764048576355,0.4694538414478302,0.45718133449554443
57,region_strong_main,6.159999999999999e-05,-8.645229935646057,8.334900784999766,8.645229935646057,9.626170214915529,0.8999998863740146,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.18723148107528687,0.21340665221214294,0.4706650972366333,0.45629972219467163
58,region_strong_main,6.159999999999999e-05,-8.452496737241745,8.218940856608938,8.452496737241745,9.383694267216816,0.8999998895497642,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.17359834909439087,0.2059926986694336,0.4735294580459595,0.45280027389526367
59,region_strong_main,6.159999999999999e-05,-8.415248155593872,8.163238535536097,8.415248155593872,10.26344006889274,0.8999998936219878,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.17238713800907135,0.2008109986782074,0.47405850887298584,0.45021045207977295
60,region_strong_main,6.159999999999999e-05,-8.539240032434464,8.090571352776061,8.539240032434464,10.18003387287939,0.899999886897406,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.17819184064865112,0.19960728287696838,0.47376614809036255,0.4521302580833435
61,region_strong_main,6.159999999999999e-05,-8.499598264694214,7.972299048241148,8.499598264694214,9.672374703043781,0.8999998865523794,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1750253438949585,0.194636732339859,0.47441619634628296,0.4512651860713959
62,region_strong_main,6.159999999999999e-05,-8.289370357990265,7.8893719023846565,8.289370357990265,9.640984467228883,0.8999999009308602,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1728535294532776,0.188584566116333,0.47941187024116516,0.45598042011260986
63,region_strong_main,6.159999999999999e-05,-8.302274078130722,7.842350827886703,8.302274078130722,9.944324007368769,0.8999998901311251,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16544798016548157,0.1786108911037445,0.48033925890922546,0.4527599811553955
64,region_strong_main,6.159999999999999e-05,-8.169438630342484,7.753290703956117,8.169438630342484,10.194740332126091,0.8999999080046069,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16469085216522217,0.17836762964725494,0.47623804211616516,0.45209819078445435
65,region_strong_main,6.159999999999999e-05,-8.21037220954895,7.658190098214657,8.21037220954895,10.87700164112764,0.899999882074819,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.17034098505973816,0.17648732662200928,0.4811028838157654,0.4556578993797302
66,region_strong_main,6.159999999999999e-05,-8.139202654361725,7.598418428542766,8.139202654361725,10.953761821631987,0.8999998951623587,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16167578101158142,0.16660109162330627,0.4800871014595032,0.45366543531417847
67,region_strong_main,6.159999999999999e-05,-8.399187713861465,7.5781006711594605,8.399187713861465,11.105765679740081,0.8999998968697784,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.18341954052448273,0.17236493527889252,0.4730883836746216,0.4590061902999878
68,region_strong_main,6.159999999999999e-05,-8.062325298786163,7.460351568587283,8.062325298786163,10.988352237374592,0.8999999030699228,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16194674372673035,0.1655363142490387,0.48110508918762207,0.45112329721450806
69,region_strong_main,6.159999999999999e-05,-8.191058158874512,7.461289121749553,8.191058158874512,11.116827796354293,0.8999998991747926,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16393059492111206,0.15674106776714325,0.47949156165122986,0.4536646008491516
70,region_strong_main,6.159999999999999e-05,-8.03193661570549,7.3650947733128325,8.03193661570549,11.177674714384706,0.8999998980366424,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15745334327220917,0.1545952707529068,0.4790075123310089,0.4473609924316406
71,region_strong_main,6.159999999999999e-05,-8.077172219753265,7.250977171228287,8.077172219753265,10.587998370185506,0.8999998996595073,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.17273329198360443,0.15882691740989685,0.47607678174972534,0.4563911557197571
72,region_strong_main,6.159999999999999e-05,-7.892671853303909,7.234682194730069,7.892671853303909,11.361660921658466,0.899999887396485,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15881696343421936,0.1453009992837906,0.4770470857620239,0.451242059469223
73,boundary_after_region,4.5499999999999995e-05,-11.293867766857147,10.474095973562687,11.293867766857147,11.516302254994331,0.8499999603151113,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1600089818239212,0.14204049110412598,0.47718334197998047,0.4545745253562927
74,boundary_after_region,4.5499999999999995e-05,-11.259238123893738,10.353994430379664,11.259238123893738,12.262516929883443,0.8499999619407148,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15679019689559937,0.13874462246894836,0.4803820550441742,0.4550682306289673
75,boundary_after_region,4.5499999999999995e-05,-11.548766851425171,10.250856927100648,11.548766851425171,12.495367795794664,0.8499999530579351,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16646653413772583,0.1350616216659546,0.47282618284225464,0.4555743634700775
76,boundary_after_region,4.5499999999999995e-05,-11.158411860466003,10.136515799989091,11.158411860466003,12.324295898113641,0.8499999611831044,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.16123804450035095,0.12473349273204803,0.47563838958740234,0.4595540463924408
77,boundary_after_region,4.5499999999999995e-05,-11.054067432880402,10.05700180378366,11.054067432880402,11.803105074634814,0.8499999576041697,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15880903601646423,0.12154252827167511,0.4780479669570923,0.458954393863678
78,boundary_after_region,4.5499999999999995e-05,-11.09593540430069,10.025753285022493,11.09593540430069,12.649611579737995,0.8499999766788682,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15373320877552032,0.11523126065731049,0.47989797592163086,0.45290741324424744
79,boundary_after_region,4.5499999999999995e-05,-11.061013400554657,9.87838412345724,11.061013400554657,12.611680209992045,0.8499999602424958,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1532077044248581,0.11154051125049591,0.4759753346443176,0.4561864137649536
80,boundary_after_region,4.5499999999999995e-05,-10.993168592453003,9.791081793764805,10.993168592453003,13.300778797484453,0.8499999664004918,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1536589115858078,0.10726378858089447,0.4761248230934143,0.45560410618782043
81,boundary_after_region,4.5499999999999995e-05,-11.058527529239655,9.750599191543904,11.058527529239655,13.50693393487911,0.8499999587504006,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1607077568769455,0.10463279485702515,0.4696871340274811,0.4579097032546997
82,boundary_after_region,4.5499999999999995e-05,-10.874169528484344,9.70955187209109,10.874169528484344,inf,,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15386612713336945,0.09867463260889053,0.4776430130004883,0.4563242793083191
83,boundary_after_region,4.5499999999999995e-05,-10.878481209278107,9.548146308736598,10.878481209278107,13.139303742872345,0.849999962406061,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15597568452358246,0.10071339458227158,0.4781639575958252,0.4582093060016632
84,boundary_after_region,4.5499999999999995e-05,-10.785349071025848,9.508191210158328,10.785349071025848,14.27221669911752,0.8499999746322219,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1496286690235138,0.09531881660223007,0.4765321612358093,0.456722229719162
85,boundary_after_region,4.5499999999999995e-05,-10.723018944263458,9.475542717791619,10.723018944263458,14.578353766451102,0.8499999819613208,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.14592254161834717,0.08861498534679413,0.47974151372909546,0.45560792088508606
86,boundary_after_region,4.5499999999999995e-05,-10.78510332107544,9.405900914618309,10.78510332107544,14.086403483743302,0.8499999679659128,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1457947939634323,0.08758517354726791,0.47926968336105347,0.4551018178462982
87,boundary_after_region,4.5499999999999995e-05,-11.052409529685974,9.32199715553446,11.052409529685974,14.01488577744377,0.849999979291598,"[0, 1, 2, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15621784329414368,0.08581158518791199,0.4701659679412842,0.45584559440612793
88,boundary_after_region,4.5499999999999995e-05,-10.690141081809998,9.238140552601916,10.690141081809998,14.133161496133738,0.849999976149114,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.154532790184021,0.08180729299783707,0.4712696373462677,0.45801347494125366
89,boundary_after_region,4.5499999999999995e-05,-10.74516350030899,9.21293159241372,10.74516350030899,13.962935756843356,0.8499999589369579,"[0, 1, 2, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.15228122472763062,0.08391822874546051,0.47682613134384155,0.45526230335235596
90,boundary_after_region,4.5499999999999995e-05,-10.707445979118347,9.08804527242133,10.707445979118347,13.781680685318317,0.849999960121655,"[0, 1, 2, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.14694342017173767,0.08253191411495209,0.47249835729599,0.45656245946884155
91,boundary_after_region,4.5499999999999995e-05,-10.754684209823608,9.057792460664789,10.754684209823608,14.772901684998693,0.849999964903136,"[0, 1, 2, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1558755338191986,0.08008632808923721,0.4721529483795166,0.4624761939048767
92,boundary_after_region,4.5499999999999995e-05,-10.56883841753006,8.97746124673397,10.56883841753006,14.638968156274759,0.8499999715749083,"[0, 1, 2, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1498081088066101,0.07483170926570892,0.47544997930526733,0.45435333251953125
93,boundary_after_region,4.5499999999999995e-05,-10.535683572292328,8.862420102383227,10.535683572292328,14.46754321779262,0.8499999706644357,"[0, 1, 2, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.1494610756635666,0.07587374001741409,0.4734954833984375,0.458240807056427
