epoch,stage,lr,train_loss,train_bce_bin,train_dice_bin_loss,train_bce_curve,train_dice_curve_loss,train_curve_outside,train_binary_dice,train_curve_dice,val_loss,val_bce_bin,val_dice_bin_loss,val_bce_curve,val_dice_curve_loss,val_curve_outside,val_binary_dice,val_curve_dice
28,binary_plus_curve,6.25e-05,1.251017030916716,0.14311049917810842,0.20003198636205574,0.08960058657746565,0.6617140330766377,0.004690605264745261,0.7999680136379442,0.3382859669233623,2.001395106315613,0.43471618741750717,0.3592555671930313,0.10773572698235512,0.7615420669317245,0.008615193888545036,0.6407444328069687,0.23845792561769485
29,binary_plus_curve,6.25e-05,1.2421563863754272,0.1435942018502637,0.19855607183356033,0.08800093241428074,0.6560376286506653,0.004505263518934187,0.8014439281664396,0.3439623650751616,2.017587721347809,0.43726885318756104,0.36856038868427277,0.10833291336894035,0.7577033340930939,0.008441691985353827,0.6314396113157272,0.24229667335748672
30,binary_plus_curve,6.25e-05,1.2327106626410234,0.1419685149663373,0.19868883647416768,0.0868699436909274,0.6491342688861647,0.004315398952090426,0.8013111635258323,0.3508657279767488,2.00611475110054,0.4416465312242508,0.3651171922683716,0.11932726018130779,0.7388346046209335,0.010621282504871488,0.6348828077316284,0.26116539910435677
31,binary_plus_curve,6.25e-05,1.2257665709445351,0.1403618670607868,0.19842646310203954,0.08768885347403978,0.6439806756220365,0.0044633759259197275,0.8015735368979605,0.3560193259465067,2.0068597197532654,0.4377806931734085,0.36764539778232574,0.11029918864369392,0.7466380894184113,0.008679525461047888,0.6323546022176743,0.25336191430687904
32,binary_plus_curve,6.25e-05,1.2207410837474622,0.142709471677479,0.1977625426493193,0.08697815827633205,0.6380241921073512,0.004132559265647279,0.8022374573506807,0.36197580318701894,1.9866768717765808,0.4219922199845314,0.36730410158634186,0.10827670805156231,0.7474207729101181,0.008440102799795568,0.6326958984136581,0.2525792196393013
33,binary_plus_curve,3.125e-05,1.2098790218955593,0.14219814146819867,0.19592505066018356,0.08646435996419505,0.6313561012870387,0.0041767818191529886,0.8040749493398165,0.3686438893017016,2.0142168402671814,0.45596081763505936,0.3661660701036453,0.12155638635158539,0.7270956635475159,0.009919388918206096,0.6338339298963547,0.27290433645248413
34,binary_plus_curve,3.125e-05,1.2007983107315867,0.14003951690698924,0.19507355439035515,0.08588170652326785,0.6268299190621627,0.004074429982881013,0.8049264456096449,0.37317008564346715,2.015310436487198,0.4437592104077339,0.3723473995923996,0.116705521941185,0.7348392903804779,0.009639321593567729,0.6276526004076004,0.2651607058942318
35,binary_plus_curve,3.125e-05,1.1998412420875149,0.14071624961338544,0.19576946685188695,0.08645791756479364,0.6234157712836015,0.00413272414650572,0.8042305331481131,0.37658421930513886,2.02975070476532,0.4602738991379738,0.36871613562107086,0.11707612313330173,0.7363135516643524,0.008967126021161675,0.6312838643789291,0.2636864483356476
36,binary_plus_curve,3.125e-05,1.1911947413494712,0.13877281742660622,0.19425638412174426,0.0855128161217037,0.6204384471240797,0.004074642312173781,0.8057436158782557,0.3795615560130069,2.0203791856765747,0.446293868124485,0.37351207435131073,0.1155737116932869,0.7357797920703888,0.009226037422195077,0.6264879256486893,0.26422019302845
37,binary_plus_curve,3.125e-05,1.1857226804683083,0.139091252496368,0.19254997529481588,0.08568198547551506,0.6176638509097853,0.003937732195481658,0.8074500247051841,0.3823361506587581,2.015128046274185,0.45329850167036057,0.3682974576950073,0.11729597859084606,0.7306591421365738,0.008997136261314154,0.6317025423049927,0.2693408504128456
38,binary_plus_curve,3.125e-05,1.1826172972980298,0.1373510803831251,0.19340875587965312,0.08469752928144053,0.6156901277993855,0.0039394943803352745,0.8065912441203469,0.384309869063528,2.0230275094509125,0.4510454311966896,0.37524309754371643,0.12655566446483135,0.7217740714550018,0.010784895159304142,0.6247569024562836,0.27822592109441757
39,binary_plus_curve,1.5625e-05,1.1780415553795665,0.13750597089529037,0.19276927019420423,0.08547765134196532,0.61154915470826,0.0040174649513669706,0.8072307298057958,0.38845084999736984,2.0196699798107147,0.4523966535925865,0.37137192487716675,0.11844390444457531,0.7298813015222549,0.009221189888194203,0.6286280751228333,0.27011870220303535
40,binary_plus_curve,1.5625e-05,1.176314209636889,0.1369195074627274,0.19310075985757927,0.08491487879502146,0.6103032545039528,0.00397153478115797,0.8068992401424208,0.38969674392750386,2.029722183942795,0.46019088476896286,0.37305019795894623,0.12199488282203674,0.7251369804143906,0.009586204774677753,0.6269498020410538,0.27486301958560944
41,binary_plus_curve,1.5625e-05,1.1764709761268215,0.1377117880865147,0.19269170572883204,0.08528208458109905,0.6100746706912392,0.003909771637010731,0.8073082942711679,0.3899253293087608,2.028346002101898,0.459796205163002,0.3721648305654526,0.12167469970881939,0.7260774075984955,0.009514516219496727,0.6278351694345474,0.2739225849509239
42,binary_plus_curve,1.5625e-05,1.1693387470747296,0.13589754073243393,0.1911424680760032,0.08509042114019394,0.6080166415164345,0.003917938294379334,0.8088575319239968,0.39198336005210876,2.0319982767105103,0.45992611348629,0.37417078018188477,0.12278677895665169,0.7250904440879822,0.009771208511665463,0.6258292198181152,0.2749095559120178
43,binary_plus_curve,1.5625e-05,1.165806814243919,0.1349905948889883,0.19063591015966316,0.08480074295872136,0.6066883551447015,0.0038808356651938276,0.8093640898403368,0.39331164799238505,2.031530410051346,0.4597860425710678,0.3732663094997406,0.12200885824859142,0.7269751131534576,0.009659210685640574,0.6267336905002594,0.27302489429712296
44,binary_plus_curve,1.5625e-05,1.1675210438276593,0.13622300444464935,0.19156871030205175,0.08425980492642052,0.6055927496207388,0.0038514206382004837,0.8084312896979483,0.3944072488107179,2.0418061912059784,0.46758198738098145,0.3742891699075699,0.12210653349757195,0.7262330651283264,0.009362991899251938,0.6257108300924301,0.2737669311463833
45,binary_plus_curve,7.8125e-06,1.1696043924281472,0.13751367048213356,0.19167662921704745,0.085008851791683,0.605394887296777,0.003962332039679352,0.8083233707829526,0.3946051205459394,2.028968185186386,0.46010011434555054,0.3728233426809311,0.12399724125862122,0.7235257625579834,0.009802322136238217,0.6271766573190689,0.276474229991436
46,binary_plus_curve,7.8125e-06,1.1684194081708004,0.13747507490609823,0.1919741379587274,0.08516857459356911,0.6037338689753884,0.0038260797675895063,0.8080258620412726,0.3962661294560683,2.0360326766967773,0.46286410093307495,0.37481191754341125,0.12272648885846138,0.7246365547180176,0.009577335324138403,0.6251880824565887,0.2753634415566921
47,binary_plus_curve,7.8125e-06,1.1623551061278896,0.1353266843055424,0.19035128229542783,0.08489435675897096,0.6033080690785458,0.003857600674229233,0.8096487177045721,0.39669192307873774,2.034651428461075,0.4631866216659546,0.373510405421257,0.12259705737233162,0.7253531515598297,0.009496752871200442,0.626489594578743,0.2746468335390091
48,binary_plus_curve,7.8125e-06,1.1624433900180615,0.1354585564450214,0.19110631001623055,0.08484408416246113,0.6018977416189093,0.003871944034472108,0.8088936899837694,0.39810226308672053,2.0344696044921875,0.4625096395611763,0.3740782290697098,0.12282794155180454,0.7247457802295685,0.00959340762346983,0.6259217709302902,0.2752542197704315
49,binary_plus_curve,7.8125e-06,1.1731079628593044,0.13781644364720896,0.19356822026403328,0.08508900278492977,0.6051245676843744,0.003909330484212229,0.8064317797359667,0.3948754291785391,2.034758359193802,0.4639769122004509,0.3735843896865845,0.12416140362620354,0.7232260406017303,0.009763974463567138,0.6264156103134155,0.27677394822239876
50,binary_plus_curve,7.8125e-06,1.1619455061460797,0.1359867692777985,0.1910363467116105,0.08448775308696847,0.6011298392948351,0.0038418531736457034,0.8089636532883895,0.3988701575680783,2.0339621007442474,0.4651450887322426,0.37262412905693054,0.12360190413892269,0.723267138004303,0.009545309003442526,0.6273758709430695,0.276732861995697
51,curve_refine_inside_binary,3.90625e-06,1.5502487922969617,0.13536973846586128,0.1903629365720247,0.08405974115196027,0.601544976234436,0.0037983831655430166,0.8096370634279753,0.39845502533410726,2.3544012904167175,0.4660664349794388,0.3732394129037857,0.12464333884418011,0.7212010473012924,0.009640553733333945,0.6267605870962143,0.278798945248127
52,curve_refine_inside_binary,3.90625e-06,1.5453833906274093,0.13611285035547457,0.19080238593252083,0.08442084295184989,0.5979528897687009,0.0037737524651579165,0.8091976140674791,0.4020471023885827,2.352433681488037,0.46305928379297256,0.3739248067140579,0.12386771105229855,0.7215693295001984,0.009665939025580883,0.6260751932859421,0.27843065559864044
53,curve_refine_inside_binary,3.90625e-06,1.5541442507191707,0.13873757578824697,0.1929435698609603,0.08468623302484814,0.5997188906920584,0.003869990989761917,0.8070564301390397,0.40028110930794164,2.3546999096870422,0.46581311523914337,0.3739386051893234,0.12365891225636005,0.7217290550470352,0.009473914979025722,0.6260613948106766,0.2782709524035454
54,curve_refine_inside_binary,3.90625e-06,1.5399601145794517,0.13458542800263354,0.18976797555622302,0.08384542559322558,0.596810121285288,0.0037644740047031327,0.810232024443777,0.4031898802832553,2.354685068130493,0.46484360098838806,0.3744185119867325,0.12300903163850307,0.7223435491323471,0.009368929546326399,0.6255814880132675,0.2776564545929432
55,curve_refine_inside_binary,3.90625e-06,1.5452918755380731,0.13635626396066264,0.1907311991641396,0.0846772562516363,0.5976644252475939,0.0037865211549950274,0.8092688008358604,0.40233557788949265,2.35136616230011,0.46247293800115585,0.37428559362888336,0.12321179546415806,0.7215298712253571,0.009521730709820986,0.6257144063711166,0.27847014367580414
56,curve_refine_inside_binary,3.90625e-06,1.545250980477584,0.1363218167894765,0.1913111178498519,0.08449414097949078,0.5973764093298661,0.0037572255823761225,0.8086888821501481,0.40262358910159063,2.350894510746002,0.4655691459774971,0.372938334941864,0.12449542805552483,0.7198947370052338,0.009537953417748213,0.627061665058136,0.280105285346508
57,curve_refine_inside_binary,1.953125e-06,1.543532327601784,0.13659321046189257,0.19116728870492233,0.08428240567445755,0.5965193478684676,0.0037570225050378788,0.8088327112950777,0.40348065370007563,2.354231297969818,0.4696557968854904,0.3729552626609802,0.12432126142084599,0.7199302464723587,0.00938101694919169,0.6270447373390198,0.2800697609782219
58,curve_refine_inside_binary,1.953125e-06,1.5438709510000128,0.13659257716254183,0.19074734888578715,0.08445310239729129,0.5969032613854659,0.0037612128561656725,0.8092526511142129,0.4030967339089042,2.350329279899597,0.46462273597717285,0.3731343597173691,0.12441940419375896,0.7199731022119522,0.009520846884697676,0.6268656402826309,0.2800269052386284
59,curve_refine_inside_binary,1.953125e-06,1.5385171927903827,0.13636797078345952,0.1900661274006492,0.08420515452560626,0.5946299245482997,0.0038270439070306325,0.8099338725993508,0.4053700770202436,2.3508440256118774,0.46408677846193314,0.3737258017063141,0.12419185228645802,0.7202276289463043,0.009534438606351614,0.6262741982936859,0.2797723710536957
60,curve_refine_inside_binary,1.953125e-06,1.5427074055922658,0.13698795202531314,0.19200347599230314,0.08420574704283162,0.5952558454714323,0.003817957470585641,0.8079965240076968,0.40474415766565425,2.350246787071228,0.4645693078637123,0.3733702003955841,0.12391478382050991,0.7201635986566544,0.00943498662672937,0.6266297996044159,0.27983639761805534
61,curve_refine_inside_binary,1.953125e-06,1.5400211246390092,0.13623921494734914,0.1906188914650365,0.08422770586452986,0.5951246023178101,0.003817704702286344,0.8093811085349635,0.40487539768218994,2.349684238433838,0.4637250602245331,0.37322670221328735,0.12456632778048515,0.7198794037103653,0.009554098593071103,0.6267732977867126,0.2801206074655056
62,curve_refine_inside_binary,1.953125e-06,1.5569539258354588,0.14246927476242968,0.19630407973339684,0.0846519231011993,0.5970635853315654,0.0038031621125379673,0.8036959202666032,0.4029364209426077,2.3493468165397644,0.4626598507165909,0.3733835518360138,0.12436141259968281,0.720174252986908,0.009628765750676394,0.6266164481639862,0.27982575073838234
63,curve_refine_inside_binary,9.765625e-07,1.541522415060746,0.13719722589379862,0.19236678512472855,0.08401973976900703,0.5942978294272172,0.003873550333082676,0.8076332148752714,0.40570216429860967,2.347135543823242,0.4606965631246567,0.3735481947660446,0.1248647402971983,0.7193352282047272,0.009827602189034224,0.6264518052339554,0.2806647717952728
64,curve_refine_inside_binary,9.765625e-07,1.5418001350603605,0.1372650442154784,0.1915650587332876,0.08413982822706825,0.5949560843015972,0.003834862041434175,0.8084349412667123,0.4050439078556864,2.3494311571121216,0.46420319378376007,0.37330231070518494,0.12409163638949394,0.7198235094547272,0.009448212571442127,0.6266976892948151,0.28017648309469223
65,curve_refine_inside_binary,9.765625e-07,1.5385412165993138,0.13726545478168287,0.19169537644637258,0.0840419864183978,0.5931647796379892,0.0037703822048282937,0.8083046235536274,0.40683521879346746,2.348528206348419,0.46102167665958405,0.37409600615501404,0.12417007982730865,0.7201560884714127,0.0096105991397053,0.625903993844986,0.27984391152858734
66,curve_refine_inside_binary,9.765625e-07,1.5389250203182823,0.13646075560858376,0.19080951966737447,0.08425890183762501,0.5943035138280768,0.003751244328572954,0.8091904803326255,0.4056964846033799,2.3488361835479736,0.46167973428964615,0.37376126646995544,0.12408333271741867,0.7203532308340073,0.009538249112665653,0.6262387335300446,0.27964676171541214
67,curve_refine_inside_binary,9.765625e-07,1.5470237355483205,0.13877919355505391,0.1939793950632999,0.08428823516557091,0.5953132761152167,0.0037788867117150835,0.8060206049367001,0.40468672545332657,2.350906550884247,0.46867993474006653,0.3722538501024246,0.12461927346885204,0.7188726663589478,0.00940847210586071,0.6277461498975754,0.28112733736634254
68,curve_refine_inside_binary,9.765625e-07,1.5420454426815635,0.13710450655535647,0.1911548470195971,0.08453537719814401,0.5953365219266791,0.0037036532732216934,0.8088451529804029,0.40466347964186417,2.351406514644623,0.4692230001091957,0.37231317162513733,0.12435793317854404,0.7190788984298706,0.009308684384450316,0.6276868283748627,0.2809211164712906
69,curve_refine_inside_binary,4.8828125e-07,1.5418059386705096,0.13746771608528338,0.19205673117386668,0.08425295784285194,0.5944675301250658,0.003794323358880846,0.8079432688261333,0.4055324714434774,2.3483745455741882,0.46365462988615036,0.37317101657390594,0.1245789136737585,0.7192375212907791,0.009532467927783728,0.626828983426094,0.2807624824345112
70,curve_refine_inside_binary,4.8828125e-07,1.5373338147213584,0.13680285176164225,0.1910952141410426,0.08397788907352247,0.5931781938201502,0.003794059194134254,0.8089047858589574,0.406821807748393,2.3478423953056335,0.46312525123357773,0.3728988915681839,0.12444698065519333,0.7195059359073639,0.009505828144028783,0.6271011084318161,0.2804940603673458
71,curve_refine_inside_binary,4.8828125e-07,1.5367224216461182,0.13618043025857524,0.19002859529696012,0.08439049320785623,0.5937290285762987,0.0037207308127299734,0.8099714047030399,0.4062709761293311,2.3523908853530884,0.46818405389785767,0.3731042742729187,0.12394516542553902,0.719894677400589,0.00922641297802329,0.6268957257270813,0.2801053188741207
72,curve_refine_inside_binary,4.8828125e-07,1.5428886099865562,0.13777049238744535,0.19153464154193275,0.0846018461804641,0.5951280405646876,0.003738451209899626,0.8084653584580672,0.40487196100385564,2.3531188368797302,0.4684736579656601,0.37328314781188965,0.12400959618389606,0.7199247777462006,0.009299557656049728,0.6267168521881104,0.28007521480321884
73,curve_refine_inside_binary,4.8828125e-07,1.540096264136465,0.13699690487823987,0.1911863370945579,0.08439061555423234,0.5943955904559085,0.003676744888683683,0.8088136629054421,0.4056044079755482,2.351461350917816,0.46646153926849365,0.37306953966617584,0.12408161722123623,0.720054417848587,0.009378646966069937,0.6269304603338242,0.27994557470083237
74,curve_refine_inside_binary,4.8828125e-07,1.5390815107445968,0.13715698021022896,0.19166800850316099,0.08403511659095161,0.5935433350111309,0.003770145636640097,0.808331991496839,0.40645666812595566,2.350649416446686,0.46516601741313934,0.37357647716999054,0.12455352209508419,0.719501718878746,0.00949253304861486,0.6264235228300095,0.2804982587695122
75,curve_refine_inside_binary,2.44140625e-07,1.5379211275201095,0.13620116287156156,0.1911159314607319,0.08409452320713746,0.5937517944135164,0.0037548147313492862,0.8088840685392681,0.406248202449397,2.3529173135757446,0.46687784790992737,0.3738611489534378,0.12427588365972042,0.7199718654155731,0.009369997074827552,0.6261388510465622,0.2800281383097172
76,curve_refine_inside_binary,2.44140625e-07,1.5359460993816978,0.13584522353975395,0.19057845441918625,0.08424733892867439,0.5931584803681624,0.0037174100718019823,0.8094215455808138,0.4068415259060107,2.3507457971572876,0.4663798063993454,0.37319035828113556,0.12450684048235416,0.7193126827478409,0.009424133691936731,0.6268096417188644,0.2806873209774494
77,curve_refine_inside_binary,2.44140625e-07,1.5377105913664166,0.1364447862694138,0.19121653468985306,0.08401569528015036,0.5934723615646362,0.0037742040095556724,0.8087834653101469,0.40652764000390706,2.346302807331085,0.46096428483724594,0.3733561933040619,0.12397849932312965,0.7196538150310516,0.009545860579237342,0.6266438066959381,0.28034618124365807
78,curve_refine_inside_binary,2.44140625e-07,1.5401186252895154,0.13760218416389666,0.19192678677408317,0.08423360554795516,0.5935702668993097,0.0037922773167098824,0.8080732132259169,0.4064297268265172,2.3471145629882812,0.4612171873450279,0.37404265999794006,0.12441507540643215,0.719167098402977,0.009604167193174362,0.6259573400020599,0.2808328941464424
79,curve_refine_inside_binary,2.44140625e-07,1.5414810808081376,0.13831354912958646,0.19233039805763646,0.08424616526616246,0.5937299602910092,0.003723116321979385,0.8076696019423636,0.4062700397089908,2.347637414932251,0.46237902343273163,0.3737502247095108,0.12436242215335369,0.719169020652771,0.009545390494167805,0.6262497752904892,0.2808309867978096
80,curve_refine_inside_binary,2.44140625e-07,1.5365512433804964,0.13622908764763883,0.19100459939555117,0.08403333472578149,0.5930609389355308,0.0037951793546151173,0.8089954006044489,0.4069390610644692,2.3480295538902283,0.4630836099386215,0.3734029531478882,0.12434949167072773,0.7193613648414612,0.009463818743824959,0.6265970468521118,0.2806386277079582
81,curve_refine_inside_binary,1.220703125e-07,1.5347481589568288,0.1359597671973078,0.19031960399527298,0.08410492813900898,0.5926913807266637,0.003739314215061696,0.809680396004727,0.40730861613624975,2.3475637435913086,0.4630802646279335,0.37317807972431183,0.12460045516490936,0.7190441936254501,0.009546633111312985,0.6268219202756882,0.28095580264925957
82,curve_refine_inside_binary,1.220703125e-07,1.538045048713684,0.13700706825444572,0.19090887747312846,0.08421283685847332,0.5935446808212682,0.003695080963600623,0.8090911225268715,0.40645531604164525,2.349017381668091,0.46406933665275574,0.3732035607099533,0.1245272047817707,0.7194095253944397,0.009515532292425632,0.6267964392900467,0.2805904820561409
83,curve_refine_inside_binary,1.220703125e-07,1.539666351519133,0.13788892524807075,0.19150190290651822,0.08428178100209487,0.5934875670232271,0.0037508761314185043,0.8084980970934817,0.40651243611385945,2.350136876106262,0.46658892929553986,0.37270428240299225,0.12448171526193619,0.7192795425653458,0.009372205939143896,0.6272957175970078,0.28072045743465424
84,curve_refine_inside_binary,1.220703125e-07,1.5442255170721757,0.1388679213429752,0.19359110217345388,0.0842089562823898,0.5940753284253573,0.0037403519657489503,0.8064088978265461,0.4059246684375562,2.3472952246665955,0.46451057493686676,0.37230804562568665,0.125388590618968,0.7182357013225555,0.009655750123783946,0.6276919543743134,0.28176429122686386
