seed,fold,epoch,n_train,n_val,train_total,train_ce_region,train_dice_region,train_bce_binary,train_dice_binary,train_bce_boundary,train_dice_boundary,train_bce_inter,train_dice_inter,train_bce_curve,train_dice_curve,train_mse_curve,val_total,val_ce_region,val_dice_region,val_bce_binary,val_dice_binary,val_bce_boundary,val_dice_boundary,val_bce_inter,val_dice_inter,val_bce_curve,val_dice_curve,val_mse_curve,val_curve_heatmap_mae,val_curve_heatmap_mse,val_curve_heatmap_softdice
42,5,1,200,49,5.781998834609985,3.15116126537323,0.9908326399326325,0.7669199752807617,0.7627140021324158,0.8598464906215668,0.9387766587734222,0.5371311593055725,0.9357482695579529,0.7186008715629577,0.9454216980934143,0.25023031651973726,5.41884814775907,2.863728633293739,0.9912015337210435,0.739008041528555,0.7715575924286475,0.7900347847204942,0.9388061165809631,0.5124422265933111,0.93501910338035,0.6357228251603934,0.947997340789208,0.21012880366582137,0.45122199104382443,0.21012880366582137,0.05204652794278585
42,5,2,200,49,5.329679412841797,2.7871989154815675,0.9903137063980103,0.7132746052742004,0.7529170489311219,0.7943685185909272,0.9395749235153198,0.49413870096206663,0.9363114035129547,0.6550981760025024,0.9452830135822297,0.21779805600643157,5.243115718548115,2.721914713199322,0.9905289503244253,0.6899092610065753,0.7490020852822524,0.7823546345417316,0.9389272790688735,0.47340277754343474,0.9361237149972182,0.6575346268140353,0.9439730735925528,0.21552179066034463,0.45366814274054307,0.21552179066034463,0.056143186413324796
42,5,3,200,49,5.128109989166259,2.6325878715515136,0.9902861559391022,0.6771453022956848,0.7485259509086609,0.762143988609314,0.9396571612358093,0.46869751751422883,0.9364122378826142,0.6266432952880859,0.9446426331996918,0.20455606251955033,5.032317161560059,2.5603659336383524,0.9905135952509366,0.6585096074984624,0.7494590649238,0.740917852291694,0.9388981003027695,0.45470916537138134,0.9349648585686317,0.6186010241508484,0.9447147387724656,0.1997674646285864,0.4371334520670084,0.1997674646285864,0.055327771947934076
42,5,4,200,49,4.957542219161987,2.5078548526763917,0.9899724221229553,0.6410544359683991,0.7396459567546845,0.7245144510269165,0.9395954370498657,0.4528007382154465,0.9363046658039093,0.6060368072986603,0.9423087072372437,0.19507678359746933,4.876410300915058,2.451029759186965,0.990192880997291,0.622915831895975,0.7405930299025315,0.702267912717966,0.9386179493023799,0.44321860716893124,0.9345466677959149,0.5938274126786453,0.9414761891731849,0.18933111199965844,0.4253194171648759,0.18933111199965844,0.05857127732955492
42,5,5,200,49,4.789247589111328,2.388524580001831,0.9896211957931519,0.6072943496704102,0.725588948726654,0.6869082498550415,0.9400414896011352,0.43453172862529754,0.9368806564807892,0.5815561997890473,0.9385955798625946,0.18389734715223313,4.751293842609112,2.372520171678983,0.9897264058773334,0.5956926620923556,0.720456022482652,0.6608857970971328,0.9393316278090844,0.42924895653357875,0.9363851822339572,0.5766590696114761,0.9365387421387893,0.18060217453883246,0.413132885327706,0.18060217453883246,0.063582614923899
42,5,6,200,49,4.6222483253479005,2.269427471160889,0.9892664003372192,0.5775804400444031,0.7132212960720062,0.6474020051956176,0.9404611074924469,0.41428844451904295,0.9365526974201203,0.5583194410800933,0.9361143147945404,0.17310410529375075,4.488090221698467,2.163204009716327,0.9898494344491225,0.5536443316019498,0.7232474776414725,0.6279234611071073,0.9387622888271625,0.4020405182471642,0.9327646860709558,0.5326998142095712,0.9365938351704524,0.16103498981549189,0.39015878851597124,0.16103498981549189,0.06344159062092121
42,5,7,200,49,4.458114137649536,2.1488695526123047,0.9889547717571259,0.5487838745117187,0.7014530324935913,0.6146940076351166,0.9406092524528503,0.3966944444179535,0.9349116837978363,0.5364373850822449,0.9329916870594025,0.1629554569721222,4.325769901275635,2.0383844192211447,0.9902916275537931,0.5306695011945871,0.7264621532880343,0.6041395159868094,0.9379015840016879,0.38248563042053807,0.9311281534341666,0.4948980670708876,0.938711574444404,0.14293410227848932,0.36853092908859253,0.14293410227848932,0.06137429980131296
42,5,8,200,49,4.32068208694458,2.049017424583435,0.9887459659576416,0.5275624769926072,0.6904844975471497,0.5887679862976074,0.9406613099575043,0.37719948768615724,0.9339730429649353,0.5152356839179992,0.9303794002532959,0.15319694638252257,4.296849837669959,2.041950014921335,0.9886766672134399,0.5247544852586893,0.6827278274756211,0.5762226948371301,0.9396695173703707,0.3683348320997678,0.9315960453106806,0.5057638058295617,0.9295167005979098,0.14833541787587678,0.37084081081243664,0.14833541787587678,0.07054735576877227
42,5,9,200,49,4.158369302749634,1.931371214389801,0.9883505225181579,0.5035041266679764,0.6800553035736084,0.5553853583335876,0.9400179886817932,0.35735324800014495,0.9304499661922455,0.4893574357032776,0.927264541387558,0.14136997669935225,4.119777092566857,1.9050716253427358,0.9887482386368972,0.5032265461408175,0.6791410996363714,0.5349411643468417,0.9409257265237662,0.35002201107832104,0.9267273178467383,0.4902486480199374,0.9255770399020269,0.14198658328789932,0.361648658147225,0.14198658328789932,0.07448581405557118
42,5,10,200,49,4.013033738136292,1.8238397789001466,0.9878962123394013,0.48452829658985136,0.6714172506332398,0.5241882991790772,0.939474515914917,0.3411503356695175,0.9269920408725738,0.4685729306936264,0.9259146749973297,0.13213626846671103,3.941567457639254,1.7698359214342558,0.9882358541855445,0.48455138619129473,0.6771376729011536,0.5111326162631695,0.9382211428422195,0.32658528364621675,0.923627651654757,0.44640021370007443,0.9264046641496512,0.12154487807017106,0.3353005968607389,0.12154487807017106,0.07365197860277616
