epoch,stage,lr,train_loss,val_loss,train_binary_bce,val_binary_bce,train_binary_dice,val_binary_dice,train_boundary_bce,val_boundary_bce,train_boundary_dice,val_boundary_dice,train_boundary_focal,val_boundary_focal,train_inter_bce,val_inter_bce,train_inter_dice,val_inter_dice,train_inter_focal,val_inter_focal,train_reg_binary_bridge_from_structure,val_reg_binary_bridge_from_structure,train_reg_binary_bridge_required,val_reg_binary_bridge_required,train_reg_binary_far_from_target,val_reg_binary_far_from_target,train_reg_binary_internal_holes,val_reg_binary_internal_holes,train_reg_binary_missing_inside,val_reg_binary_missing_inside,train_reg_binary_required,val_reg_binary_required,train_reg_binary_separation_closure,val_reg_binary_separation_closure,train_reg_binary_soft_closure,val_reg_binary_soft_closure,train_reg_binary_tv,val_reg_binary_tv,train_reg_boundary_outside,val_reg_boundary_outside,train_reg_boundary_tv,val_reg_boundary_tv,train_reg_inter_outside,val_reg_inter_outside,train_reg_inter_tv,val_reg_inter_tv
11,boundary_rescue_strong,9.514823873453645e-06,6.215328407287598,6.260220646858215,0.8052975940704346,0.8060623407363892,0.29166224479675296,0.28941255807876587,0.6746382236480712,0.6792776584625244,0.47832345008850097,0.48769819736480713,0.07673231720924377,0.07862465642392635,0.6174903035163879,0.6188717484474182,0.33288904666900637,0.33442360162734985,0.05413260340690613,0.054490082897245884,0.05081549733877182,0.050066293217241764,0.16621576368808746,0.16473551839590073,0.02748996689915657,0.029288269579410553,0.0002077676315093413,0.00027979008882539347,0.00028364397585392,0.0004265506795491092,0.1386539775133133,0.14015167951583862,0.011809637546539306,0.01151503692381084,0.0040854726079851385,0.003984238137491047,0.01208160400390625,0.011560440063476562,0.22239767968654633,0.21791482344269753,0.033099365234375,0.03227996826171875,0.27653607845306394,0.27085448801517487,0.0285223388671875,0.027873992919921875
12,boundary_rescue_strong,8.673836006822869e-06,6.214880847930909,6.261013627052307,0.8068214559555054,0.808257445693016,0.2914483308792114,0.28908176720142365,0.674499671459198,0.6792519688606262,0.47827303409576416,0.4878057688474655,0.07667569309473038,0.07867352850735188,0.617672724723816,0.6190627664327621,0.33268858909606935,0.33439314365386963,0.054079384803771974,0.054560473188757896,0.05056670308113098,0.04949310980737209,0.16531792163848877,0.1635330319404602,0.02759712316095829,0.029435131698846817,0.00020490117254666983,0.0002731398490141146,0.00028541917796246705,0.00041081412928178906,0.13789763033390046,0.13902590796351433,0.011613392531871795,0.011284131789579988,0.003985849758610129,0.0038978553493507206,0.01184234619140625,0.011369705200195312,0.22246143221855164,0.21790632978081703,0.03285888671875,0.03212738037109375,0.27672340989112854,0.27103687077760696,0.0281903076171875,0.02777099609375
13,boundary_rescue_strong,7.826163993177137e-06,6.213719024658203,6.260990619659424,0.8060908818244934,0.8078958690166473,0.29151678800582886,0.28911298513412476,0.6743595528602601,0.6793607473373413,0.47827824354171755,0.4877731204032898,0.07667487382888794,0.07862529717385769,0.6171142292022705,0.6187257468700409,0.3328623461723328,0.3349230885505676,0.05402216017246246,0.05452425591647625,0.05055678978562355,0.04966735001653433,0.16569873929023743,0.1637801118195057,0.027542230412364005,0.029310718644410372,0.00020172255579382182,0.0002795814143610187,0.0002759089367464185,0.0004187773374724202,0.13819955170154571,0.13923123478889465,0.011618790812790394,0.011520579922944307,0.0040045635495334865,0.003964282106608152,0.011904296875,0.011514663696289062,0.2223453176021576,0.2178071103990078,0.03293212890625,0.032379150390625,0.27650911688804625,0.27050403505563736,0.0283001708984375,0.027942657470703125
14,boundary_rescue_strong,6.985176126546361e-06,6.212898654937744,6.260964274406433,0.8066026115417481,0.8084220141172409,0.29145566463470457,0.2891237586736679,0.6743251347541809,0.6795606315135956,0.47826757431030276,0.4875493049621582,0.07660837739706039,0.07866032421588898,0.6165269589424134,0.6191938668489456,0.3327614712715149,0.33435411751270294,0.0539357428252697,0.05449689831584692,0.05039702087640762,0.049280605278909206,0.16535040736198425,0.16338275745511055,0.02753259800374508,0.02945008734241128,0.00020308598584961146,0.00026901743331109174,0.0002751632651779801,0.0004036363316117786,0.13780247747898103,0.13881397992372513,0.011672605536878109,0.01141179515980184,0.004009640254080296,0.003953178005758673,0.01189208984375,0.011478424072265625,0.22240520775318146,0.21800125762820244,0.0329638671875,0.03229522705078125,0.27656667709350585,0.27096258103847504,0.028250732421875,0.027923583984375
15,boundary_rescue_strong,6.164135287969109e-06,6.214240455627442,6.2607501745224,0.8059829068183899,0.8074311017990112,0.2915506935119629,0.2893296033143997,0.6742911124229432,0.6803280115127563,0.47838104963302613,0.48650582134723663,0.07659965693950653,0.07901868410408497,0.6174845695495605,0.6195145547389984,0.33291681289672853,0.3331904262304306,0.05404011994600296,0.05468045827001333,0.05060781627893448,0.049594609066843987,0.16573910355567933,0.16386497765779495,0.02755961164832115,0.029331971891224384,0.00020397763117216528,0.00027787950239144266,0.00028397950751241297,0.0004192060368950479,0.1382260024547577,0.1392579898238182,0.011675122119486332,0.011456158477813005,0.004021322010084987,0.003977450425736606,0.01193206787109375,0.011507034301757812,0.22228050827980042,0.21917713060975075,0.032904052734375,0.03226470947265625,0.2765125811100006,0.2722316086292267,0.0282733154296875,0.02783966064453125
16,boundary_rescue_strong,5.375989781935761e-06,6.214370460510254,6.260409355163574,0.8065518260002136,0.8081662207841873,0.2915479016304016,0.2890726774930954,0.6742354607582093,0.6794104129076004,0.47843393087387087,0.48768043518066406,0.07662996172904968,0.07865025661885738,0.6173222875595092,0.6187035888433456,0.33293983697891233,0.3345191925764084,0.05405105158686638,0.0544250188395381,0.050368712246418,0.049528077244758606,0.1654341846704483,0.16357581689953804,0.02760489597916603,0.02937108278274536,0.00020098795765079557,0.0002748163533397019,0.00027855596621520815,0.00041121825779555365,0.1379011332988739,0.13903699815273285,0.011640735045075417,0.011469464050605893,0.00402226097881794,0.003956918488256633,0.0119183349609375,0.011495590209960938,0.22234763205051422,0.21783943101763725,0.032999267578125,0.03235626220703125,0.27649727821350095,0.27081822603940964,0.028348388671875,0.027835845947265625
17,boundary_rescue_strong,4.633169133891772e-06,6.212503490447998,6.260841488838196,0.8057617521286011,0.8076171875,0.2915453577041626,0.28915737569332123,0.6741744709014893,0.6794575154781342,0.47837664604187013,0.4875897765159607,0.07654866576194763,0.07870553433895111,0.6165925145149231,0.618692085146904,0.3329349136352539,0.33484822511672974,0.05391423061490059,0.05457470379769802,0.05063875049352646,0.049655016511678696,0.1658533102273941,0.16391261667013168,0.027480250746011733,0.029366908594965935,0.0002026010229019448,0.00027454060182208195,0.00027565776137635113,0.00041061524098040536,0.13830355525016785,0.13937698677182198,0.011723416335880756,0.011463643051683903,0.0040347976051270966,0.003967878292314708,0.01196197509765625,0.01153564453125,0.22212351143360137,0.21797992661595345,0.032957763671875,0.032367706298828125,0.2763606679439545,0.2706519737839699,0.0282647705078125,0.02793121337890625
18,boundary_inter_balance,3.947388069196345e-06,6.112051868438721,6.1468764543533325,0.8061407423019409,0.806863933801651,0.2915212297439575,0.2891848683357239,0.6742561507225037,0.678909108042717,0.47850879907608035,0.4883720725774765,0.0766635712981224,0.07850742153823376,0.6173065161705017,0.6185024231672287,0.3329934096336365,0.3355247527360916,0.05402745023369789,0.05439696181565523,0.05061047300696373,0.049922370351850986,0.16565858244895934,0.1644243188202381,0.027540807649493217,0.029358196537941694,0.0002027248329250142,0.00027468941698316485,0.00027752501366194336,0.00041315936687169597,0.13817931950092316,0.13992198929190636,0.011603684462606907,0.011476680869236588,0.003994270423427224,0.003970992169342935,0.01186279296875,0.011556625366210938,0.22225635290145873,0.2171737141907215,0.032901611328125,0.03244781494140625,0.2764543068408966,0.2697821408510208,0.0282281494140625,0.0279388427734375
19,boundary_inter_balance,3.3294617649054743e-06,6.1127706718444825,6.146502614021301,0.8060700297355652,0.8068922013044357,0.2915204906463623,0.2891726940870285,0.6742272758483887,0.6784621775150299,0.47860547065734865,0.48869071900844574,0.07667026370763778,0.07842347212135792,0.617624306678772,0.6190814822912216,0.3330214905738831,0.3347425162792206,0.05405347689986229,0.05441541224718094,0.05064822047948837,0.04994664993137121,0.16577701210975648,0.16435768827795982,0.027530584111809732,0.02939550904557109,0.00020489638380240648,0.0002746393292909488,0.0002812197373714298,0.00041198087274096906,0.13829171538352966,0.13988391309976578,0.011607382148504257,0.011346600949764252,0.003993204273283482,0.003924893098883331,0.01187164306640625,0.01143646240234375,0.22216373503208162,0.2169850617647171,0.032891845703125,0.03217315673828125,0.2765015888214111,0.2704882174730301,0.028197021484375,0.027744293212890625
20,boundary_inter_balance,2.789135287969106e-06,6.111571769714356,6.146224498748779,0.8051276183128357,0.8070288151502609,0.2915768885612488,0.28918856382369995,0.674015576839447,0.679266557097435,0.4786802840232849,0.4876558184623718,0.07662641972303391,0.07873035408556461,0.6172069931030273,0.6190044730901718,0.3329905867576599,0.3341526836156845,0.05403637290000916,0.05456771422177553,0.05080995067954063,0.04982785601168871,0.1662463766336441,0.16425323486328125,0.027507403790950777,0.02943231211975217,0.00020418970962055027,0.0002725548511079978,0.0002824644767679274,0.00040980809717439115,0.13872095465660095,0.13977542519569397,0.011589988768100738,0.011276328936219215,0.003993207644671201,0.0039092255756258965,0.011883544921875,0.011407852172851562,0.2220969671010971,0.21808506548404694,0.032845458984375,0.0321044921875,0.2765154671669006,0.27125076949596405,0.02815673828125,0.0277862548828125
21,boundary_inter_balance,2.334929909703921e-06,6.110877475738525,6.146439433097839,0.8040290951728821,0.804629772901535,0.2918284130096436,0.2895245999097824,0.67383624792099,0.6787345260381699,0.4787505841255188,0.4883970320224762,0.07657894641160964,0.07855348289012909,0.6171032190322876,0.6181802004575729,0.3329321837425232,0.33572569489479065,0.05393518328666687,0.05442078039050102,0.051101093739271165,0.05051059927791357,0.1669505000114441,0.1656857505440712,0.027508634477853774,0.02929957676678896,0.0002063942834502086,0.0002785360993584618,0.0002926313749048859,0.0004173323468421586,0.13944901287555694,0.14116667211055756,0.01167464591562748,0.011455271625891328,0.004056251076981425,0.003980530193075538,0.0120172119140625,0.011608123779296875,0.22200197994709014,0.21724219992756844,0.032926025390625,0.0323028564453125,0.27635662317276,0.26970405876636505,0.0283538818359375,0.0279998779296875
22,boundary_inter_balance,1.9740087202543034e-06,6.111370372772217,6.1460254192352295,0.8043786215782166,0.8051665723323822,0.291706440448761,0.28940919041633606,0.6738916850090027,0.6783522069454193,0.47878145694732666,0.4887666553258896,0.07659264683723449,0.07845881953835487,0.6172088313102723,0.618506982922554,0.3330470085144043,0.3350890427827835,0.054012163132429125,0.05441193003207445,0.05108550399541855,0.05044437758624554,0.16668716967105865,0.16540122404694557,0.02747073017060757,0.029314598999917507,0.00020692584512289615,0.0002787648845696822,0.0002839704061625525,0.0004197685993858613,0.13917288839817046,0.14090992510318756,0.01169145543128252,0.011422651819884777,0.004028163561597467,0.003955294145271182,0.01196075439453125,0.011552810668945312,0.22197316706180573,0.2169302962720394,0.032841796875,0.032253265380859375,0.2763437867164612,0.27024009078741074,0.0282476806640625,0.027923583984375
23,boundary_inter_balance,1.712063662381741e-06,6.112302780151367,6.1464725732803345,0.8042388343811036,0.8047502189874649,0.29174617290496824,0.2894459664821625,0.6740654277801513,0.678211897611618,0.47886955738067627,0.4889611601829529,0.07668281763792038,0.07841114141047001,0.6172212743759156,0.6183954477310181,0.33306485652923584,0.33561989665031433,0.05405213937163353,0.054407957941293716,0.05108344092965126,0.05056344345211983,0.1668392276763916,0.16564029827713966,0.02752357743680477,0.02932354575023055,0.0002038571995217353,0.0002783613163046539,0.00028387089201714844,0.00041936725028790534,0.13935382187366485,0.14116990938782692,0.011597917340695858,0.01137402094900608,0.004008007394149899,0.003942494746297598,0.01193145751953125,0.01152801513671875,0.2220008897781372,0.21676253527402878,0.032877197265625,0.03220367431640625,0.27638896107673644,0.26976873725652695,0.0282659912109375,0.02789306640625
24,boundary_inter_balance,1.553225766127275e-06,6.111552124023437,6.146293520927429,0.8044528269767761,0.805844783782959,0.29169881105422973,0.2893177717924118,0.6739013457298278,0.6789572387933731,0.47879727840423586,0.4880187064409256,0.07662008345127105,0.0786419827491045,0.6171792674064637,0.6185145229101181,0.3330244278907776,0.3351133167743683,0.054013019800186156,0.05446325708180666,0.051129625886678694,0.050217604264616966,0.16669690489768982,0.1649598404765129,0.02751722827553749,0.029380153864622116,0.0002061956829857081,0.0002758476839517243,0.0002859219978563487,0.0004160212483839132,0.1392400336265564,0.14049676060676575,0.011561942137777805,0.01128557650372386,0.003987524649128318,0.003910884086508304,0.011881103515625,0.01143646240234375,0.22199026823043824,0.21769929677248,0.032840576171875,0.03208160400390625,0.27643014550209044,0.2703040912747383,0.0282525634765625,0.02776336669921875
25,boundary_inter_balance,1.5e-06,6.111349277496338,6.146192312240601,0.8042928981781006,0.8053660094738007,0.29173550367355344,0.289381742477417,0.673909420967102,0.6784810572862625,0.4788940858840942,0.4886351227760315,0.07663225054740906,0.0784789901226759,0.6168857455253601,0.6184069365262985,0.33306809902191165,0.3353206217288971,0.05400988847017288,0.05439770221710205,0.05111727625131607,0.05036351643502712,0.16679471909999846,0.16526423394680023,0.02748886987566948,0.02935116644948721,0.00020551915979012846,0.00027685381792252883,0.0002874689444433898,0.00041844331281026825,0.13930932343006133,0.14078640937805176,0.011620175614953042,0.011363758239895105,0.0040179482288658615,0.00393443793291226,0.01194488525390625,0.011495590209960938,0.22192780256271363,0.21705862507224083,0.032845458984375,0.0321807861328125,0.2763181471824646,0.27003881335258484,0.0282867431640625,0.027797698974609375
