representation,model_name,n_clusters_requested,n_clusters_found,silhouette,davies_bouldin,calinski_harabasz,mean_dominant_purity,mean_scoliosis_rate,scoliosis_dominant_clusters,quality_score,bic,aic
minmax_kpca_poly,kmeans,24,24,0.11655404418706894,1.8144709296765222,158.1541748046875,0.774339189623182,0.7655296060607458,21,0.37357771817074437,,
robust_kpca_rbf,minibatch_kmeans,24,24,0.13839031755924225,1.8506497401067585,158.68885803222656,0.741741276703197,0.7283384989254192,22,0.3724973305597886,,
robust_kpca_rbf,spectral_nn,24,24,0.11842411011457443,1.7018455719417886,146.5809326171875,0.7552460370661871,0.7252167561409348,20,0.3723940052780079,,
standard_kpca_rbf,gmm_spherical,24,24,0.13534896075725555,1.7216900607445345,146.17039489746094,0.731284866358334,0.7049486655975059,19,0.3721471834218851,-49271.2752092717,-51728.29750870628
minmax_kpca_cosine,kmeans,24,24,0.12026731669902802,1.7943727165421668,157.2036590576172,0.7576671078799951,0.7431355867695265,22,0.37088594195867236,,
robust_kpca_poly,minibatch_kmeans,24,24,0.09280798584222794,1.6269423417650033,125.0793685913086,0.7777541517480572,0.7759425575451585,23,0.37025751604732093,,
robust_pca,kmeans,24,24,0.11520904302597046,1.8123169784403583,138.96665954589844,0.7646369184513485,0.7527919494240591,22,0.3701298185475145,,
robust_kpca_linear,kmeans,24,24,0.11520902812480927,1.8123170461589766,138.96664428710938,0.7646369184513485,0.7527919494240591,22,0.3701298097014707,,
minmax_kpca_sigmoid,kmeans,24,24,0.11450435221195221,1.8308847428623682,156.55044555664062,0.766236567592177,0.7517841043961905,21,0.36970954252923827,,
standard_kpca_poly,bayesian_gmm_diag,24,24,0.08705396205186844,1.8566607045055765,130.033447265625,0.8050831651679312,0.779845069929836,21,0.36821400089045775,,
minmax_scaled,minibatch_kmeans,24,24,0.10181643068790436,1.8922192925132577,144.1703338623047,0.7853207572226347,0.7723405549015275,22,0.3678524330841101,,
robust_scaled,kmeans,24,24,0.11017517000436783,1.817134047475979,136.9053497314453,0.7618370639522251,0.7444125498014853,20,0.36687261670962024,,
minmax_kpca_rbf,minibatch_kmeans,24,24,0.10578113049268723,1.8609135964828136,151.58644104003906,0.772703003528966,0.7446414904752582,21,0.3667970830915218,,
minmax_kpca_cosine,spectral_nn,24,24,0.10699530690908432,1.8062283780183612,142.06167602539062,0.7639475361484814,0.7532332504341955,21,0.36641969505582783,,
standard_kpca_rbf,gmm_tied,24,24,0.12466558068990707,1.853046604970637,136.67442321777344,0.7396462795398109,0.7163086699846262,21,0.3656190230063263,-51771.066492364684,-54866.57254478459
minmax_scaled,spectral_nn,24,24,0.1011202335357666,1.779008309628404,140.43328857421875,0.767107261526563,0.7480766492816651,20,0.36559643197101255,,
minmax_kpca_sigmoid,gmm_spherical,24,24,0.11019570380449295,1.8192403214473398,151.9113311767578,0.7576552811555056,0.739107461183635,22,0.36556102181647226,-233985.70413091397,-236442.72643034856
robust_kpca_linear,minibatch_kmeans,24,24,0.10894757509231567,1.9415213986985584,128.99948120117188,0.7718100218938102,0.7714379980842864,23,0.365559448106212,,
robust_pca,minibatch_kmeans,24,24,0.10894756764173508,1.9415215282488874,128.99948120117188,0.7718100218938102,0.7714379980842864,23,0.36555944101032434,,
standard_scaled,kmeans,24,24,0.10070579499006271,1.8372337158480656,125.46942901611328,0.7733897289378605,0.7647419301957221,23,0.3654485223249203,,
minmax_pca,kmeans,24,24,0.10886342078447342,1.8622074869412983,155.57659912109375,0.7636877670573495,0.7483333570694315,22,0.36544003963716576,,
minmax_kpca_linear,kmeans,24,24,0.10886342078447342,1.8622075732423322,155.57662963867188,0.7636877670573495,0.7483333570694315,22,0.3654400370035418,,
robust_kpca_rbf,gmm_tied,24,24,0.13159342110157013,1.8915763177602969,154.09120178222656,0.7320664443815197,0.7178221770437121,22,0.36529500556706385,-54295.44067425435,-57390.94672667426
minmax_kpca_rbf,kmeans,24,24,0.1126026138663292,1.8128468751413918,157.56842041015625,0.7517009021512931,0.7487939254071071,23,0.36505937415862644,,
robust_kpca_sigmoid,kmeans,24,24,0.1097397580742836,1.8704458580154653,133.21051025390625,0.7610557250345044,0.7491679821132419,21,0.36479409234633586,,
standard_kpca_cosine,kmeans,24,24,0.11994102597236633,1.880372758252781,130.04434204101562,0.7467239331434931,0.7253591767924837,20,0.3647849634015382,,
minmax_kpca_linear,spectral_nn,24,24,0.10245903581380844,1.7942686111030077,144.2229461669922,0.763977727659478,0.7443701167143978,20,0.3647687346908798,,
minmax_pca,spectral_nn,24,24,0.10245898365974426,1.7942687610681645,144.22293090820312,0.763977727659478,0.7443701167143978,20,0.3647687064198617,,
minmax_kpca_rbf,spectral_nn,24,24,0.10445518046617508,1.7766574480791126,146.82350158691406,0.7589218086466336,0.7409112896460156,20,0.3647176871318496,,
standard_kpca_linear,kmeans,24,24,0.10564578324556351,1.8567300478980322,130.48565673828125,0.7630829576847811,0.7546441391193802,23,0.3639781338759226,,
standard_pca,kmeans,24,24,0.10564577579498291,1.85673008344478,130.48565673828125,0.7630829576847811,0.7546441391193802,23,0.3639781294342275,,
standard_kpca_rbf,minibatch_kmeans,24,24,0.12921851873397827,1.8960546872533441,140.37306213378906,0.7303225588135517,0.7107326978333246,21,0.3635694378005738,,
robust_kpca_sigmoid,gmm_spherical,24,24,0.10178525000810623,1.8395500353525656,125.30940246582031,0.764952378545773,0.7507794946920381,22,0.36333119432114713,-112879.27037652906,-115336.29267596365
robust_scaled,minibatch_kmeans,24,24,0.10681420564651489,1.8876040401063563,130.08782958984375,0.762092639886594,0.751002745644526,22,0.36327115161448886,,
robust_kpca_cosine,minibatch_kmeans,24,24,0.12643910944461823,1.9396651848597821,127.1317138671875,0.7336543734088368,0.7127453776639164,20,0.36203760988425143,,
robust_kpca_linear,gmm_tied,24,24,0.10090695321559906,1.8340173760086194,117.95753479003906,0.7594263835783966,0.7510088751608882,22,0.3614500409128567,76725.78243781363,73630.27638539372
robust_pca,gmm_tied,24,24,0.10090694576501846,1.8340173232093482,117.95753479003906,0.7594263835783966,0.7510088751608882,22,0.3614500392035698,76725.7803834526,73630.27433103269
robust_kpca_rbf,gmm_diag,24,24,0.12473137676715851,1.9093525388291983,146.7307586669922,0.7311393808229925,0.7168248875759149,22,0.3614007056789619,-54038.604801977075,-58547.896307435905
minmax_scaled,gmm_spherical,24,24,0.09230062365531921,1.8298834781883837,145.047607421875,0.7716392943755094,0.7422445968302526,21,0.36136992898231446,-60890.9673836988,-63895.26147140652
robust_kpca_cosine,spectral_nn,24,24,0.10421924293041229,1.8985436169616599,118.47267150878906,0.7592609039500187,0.7377395103356017,21,0.3609271420019944,,
