patient_key,heatmap_mse,heatmap_mae,heatmap_soft_dice,heatmap_corr,target_mask_pixels,pred_mask_fixed_pixels,dice_fixed_thresh,iou_fixed_thresh,dice_topk_same_area,iou_topk_same_area
N_24,0.09534651041030884,0.30319926142692566,0.04993724450469017,-0.23104844517616202,3600,0,2.7777777777700617e-12,2.7777777777700617e-12,0.14029768467593676,0.07544093671398334
N_25,0.09291956573724747,0.29949936270713806,0.04770180210471153,-0.1804837044248784,3297,0,3.033060357891923e-12,3.033060357891923e-12,0.06868504292955463,0.03556387459205185
N_26,0.09613572061061859,0.3049556016921997,0.04810988903045654,-0.28831574737303833,3682,0,2.7159152634364045e-12,2.7159152634364045e-12,0.1086751849373118,0.057459820794968766
N_27,0.09053744375705719,0.2955162227153778,0.04653092846274376,-0.21633961344817956,3275,0,3.0534351144944936e-12,3.0534351144944936e-12,0.07834171620320327,0.04076776649898355
N_28,0.0932668074965477,0.30024707317352295,0.04720654711127281,-0.1708355266339526,3257,0,3.0703101013108068e-12,3.0703101013108068e-12,0.11022413263876232,0.058326563770823195
N_29,0.08830045908689499,0.2920186221599579,0.04552752897143364,-0.185717439906104,3343,0,2.991325157035623e-12,2.991325157035623e-12,0.11376530307686808,0.060313439925502116
N_3,0.09254685789346695,0.2982834577560425,0.04905529320240021,-0.258667511012122,3638,0,2.7487630566169633e-12,2.7487630566169633e-12,0.06522334886398298,0.03371104816000891
N_30,0.0921686664223671,0.2987039387226105,0.04073783755302429,-0.22476369015273898,2912,0,3.4340659340541415e-12,3.4340659340541415e-12,0.11442193087159132,0.06068268015340314
N_31,0.095130056142807,0.303867369890213,0.03932349756360054,-0.39963618070684936,3299,0,3.031221582288478e-12,3.031221582288478e-12,0.04731053186824272,0.024228395063234216
N_32,0.09514802694320679,0.30412420630455017,0.04621215909719467,-0.21081147812447248,3201,0,3.124023742570684e-12,3.124023742570684e-12,0.051321928461817545,0.026336791701474325
N_33,0.09364476799964905,0.30079102516174316,0.04294366016983986,-0.310312741117296,3187,0,3.1377470975740893e-12,3.1377470975740893e-12,0.04380475594642709,0.022392834294589905
N_34,0.0838802382349968,0.2842244505882263,0.04632848501205444,-0.17172885914534858,3324,0,3.008423586031864e-12,3.008423586031864e-12,0.06599670016639268,0.03412439894674403
N_35,0.09742762893438339,0.30653297901153564,0.04548051208257675,-0.33686730860173014,3378,0,2.9603315571256358e-12,2.9603315571256358e-12,0.09148590822031653,0.04793567342036812
N_36,0.0879780575633049,0.29122766852378845,0.049222372472286224,-0.13875381010521357,3290,0,3.0395136778023118e-12,3.0395136778023118e-12,0.11392405063424665,0.06040268456525982
N_37,0.0963926762342453,0.30540668964385986,0.04453567415475845,-0.28359435483696294,3239,0,3.0873726458688257e-12,3.0873726458688257e-12,0.08566165182823816,0.04474739374652006
N_38,0.09192954748868942,0.29797613620758057,0.05169088393449783,-0.11565838842430706,3529,0,2.833663927450174e-12,2.833663927450174e-12,0.22150112866926988,0.12454386800075434
N_39,0.08658037334680557,0.28950709104537964,0.036406658589839935,-0.20451684152802607,2836,0,3.5260930888451125e-12,3.5260930888451125e-12,0.12396548688303581,0.06607846818271808
N_4,0.10005342215299606,0.311387836933136,0.04151943325996399,-0.3689135592160402,3126,0,3.1989763275649426e-12,3.1989763275649426e-12,0.057142857144362104,0.029411764707477143
N_40,0.09882837533950806,0.310504674911499,0.04847399890422821,-0.08346678164233556,3134,0,3.190810465848147e-12,3.190810465848147e-12,0.2334394904470805,0.1321435009930915
N_41,0.09245757758617401,0.2999602258205414,0.038635510951280594,-0.1700297557588141,2736,0,3.65497076022056e-12,3.65497076022056e-12,0.03774954628123821,0.019237883834592604
N_42,0.09291728585958481,0.2997635006904602,0.04188650846481323,-0.2533186509904229,3136,0,3.1887755101939137e-12,3.1887755101939137e-12,0.06354249404437881,0.03281378178993796
N_43,0.09297950565814972,0.29951637983322144,0.047497931867837906,-0.1788838537215193,3265,0,3.062787136284647e-12,3.062787136284647e-12,0.1403933434203625,0.07549625773010821
N_44,0.09073035418987274,0.296188622713089,0.04386546462774277,-0.26682903936886654,3284,0,3.04506699146454e-12,3.04506699146454e-12,0.0427856167515661,0.021860465117795568
N_45,0.09045983850955963,0.2948635220527649,0.04804922640323639,-0.23110144491960968,3297,0,3.033060357891923e-12,3.033060357891923e-12,0.047476858765232194,0.024315644595466715
N_46,0.09324854612350464,0.30030593276023865,0.04637527093291283,-0.2924683385165587,3395,0,2.9455081001385994e-12,2.9455081001385994e-12,0.040234948606402005,0.02053049603024048
N_47,0.09056461602449417,0.2963862717151642,0.040964607149362564,-0.2717628716009758,3091,0,3.235198964725865e-12,3.235198964725865e-12,0.02504012841247987,0.012678803642697205
N_48,0.09029131382703781,0.2950945198535919,0.04725330322980881,-0.19250097736920213,3352,0,2.983293556077019e-12,2.983293556077019e-12,0.05894611491655412,0.03036809816099637
N_49,0.09073799848556519,0.2958109378814697,0.05169685184955597,-0.06225638082289966,3418,0,2.9256875365625346e-12,2.9256875365625346e-12,0.19064327485498442,0.1053652230137276
N_5,0.09394592046737671,0.3014989197254181,0.042863454669713974,-0.23661666205153153,2949,0,3.3909799932065415e-12,3.3909799932065415e-12,0.08421761832729625,0.04395990856507129
N_50,0.08871598541736603,0.29232558608055115,0.051247790455818176,-0.14321572410657332,3512,0,2.8473804100146718e-12,2.8473804100146718e-12,0.1761776006842519,0.0965980024982887
N_51,0.09184194356203079,0.2977161109447479,0.04692179337143898,-0.2295639623024111,3476,0,2.8768699654692844e-12,2.8768699654692844e-12,0.08064054904335054,0.04201430274278604
N_52,0.09417392313480377,0.3025895059108734,0.037581488490104675,-0.2348834197393732,2658,0,3.7622272385110524e-12,3.7622272385110524e-12,0.04436229205352244,0.02268431002075107
N_53,0.0919782966375351,0.29816532135009766,0.0452212356030941,-0.22380450914236,3219,0,3.106554830683111e-12,3.106554830683111e-12,0.1002949852521343,0.05279503105744885
N_54,0.09623134136199951,0.30545181035995483,0.04192672297358513,-0.20995707156237775,2924,0,3.4199726402071823e-12,3.4199726402071823e-12,0.11689405423763366,0.06207513416983529
N_55,0.09198720753192902,0.2979132831096649,0.04687517136335373,-0.21263189514204758,3296,0,3.033980582515067e-12,3.033980582515067e-12,0.07298393152264157,0.03787406483940481
N_56,0.09455599635839462,0.30241072177886963,0.049560774117708206,-0.19213612523552506,3438,0,2.9086678301253386e-12,2.9086678301253386e-12,0.10626076967388533,0.0561116166226022
N_57,0.09233005344867706,0.2995384931564331,0.04564696177840233,-0.20167847649728313,3257,0,3.0703101013108068e-12,3.0703101013108068e-12,0.1133863080698145,0.060100437390150495
N_58,0.0930759459733963,0.2998385429382324,0.050778500735759735,-0.20334481940935864,3572,0,2.799552071660696e-12,2.799552071660696e-12,0.06640841173344438,0.03434459072834238
N_59,0.09163409471511841,0.2990124821662903,0.04341224953532219,-0.04154197406679659,2961,0,3.377237419779206e-12,3.377237419779206e-12,0.09812847749266881,0.051595744682532634
N_6,0.09385514259338379,0.3008539378643036,0.04513325169682503,-0.22440026131889082,3135,0,3.1897926634666993e-12,3.1897926634666993e-12,0.09925242564164267,0.05221757322334357
N_60,0.09270386397838593,0.29896000027656555,0.047588471323251724,-0.24846309271603806,3544,0,2.8216704288859433e-12,2.8216704288859433e-12,0.08684724937295889,0.04539483287250709
N_61,0.10026498883962631,0.31284865736961365,0.03908059373497963,-0.3960545457908324,2965,0,3.3726812816075123e-12,3.3726812816075123e-12,0.05986622073735809,0.030856748838078166
N_62,0.09262300282716751,0.29851576685905457,0.05096059665083885,-0.2857800499803128,3762,0,2.6581605528903294e-12,2.6581605528903294e-12,0.028324154210558193,0.014365522746722046
N_63,0.09435472637414932,0.30240750312805176,0.050859369337558746,-0.07956941266301165,3397,0,2.9437739181544196e-12,2.9437739181544196e-12,0.2068762856314915,0.11537200917876865
N_64,0.09618696570396423,0.30472731590270996,0.049107834696769714,-0.2472817917795949,3542,0,2.8232636928209394e-12,2.8232636928209394e-12,0.06431593794208136,0.03322646458899268
N_65,0.09646657109260559,0.3055574893951416,0.041095633059740067,-0.30497061395815206,3084,0,3.2425421530374755e-12,3.2425421530374755e-12,0.12060946271191562,0.06417477385379046
N_66,0.0912250280380249,0.29722175002098083,0.047013867646455765,-0.20445174368684674,3401,0,2.9403116730286967e-12,2.9403116730286967e-12,0.05915780271155594,0.030480480481936217
N_67,0.09533758461475372,0.3031625747680664,0.04908761754631996,-0.2686701259271315,3615,0,2.7662517288996784e-12,2.7662517288996784e-12,0.0788313120189101,0.04103299856665562
N_68,0.09506568312644958,0.3033018112182617,0.053761426359415054,-0.16847348948713103,3704,0,2.699784017271329e-12,2.699784017271329e-12,0.07223777155927998,0.03747234513407429
N_69,0.08775222301483154,0.29173728823661804,0.04482078552246094,-0.15665903488407598,3486,0,2.8686173264404228e-12,2.8686173264404228e-12,0.025637373594892984,0.012985139230972463
N_7,0.09427414834499359,0.30141669511795044,0.04853403568267822,-0.24318429995992896,3512,0,2.8473804100146718e-12,2.8473804100146718e-12,0.07312925170199387,0.037952338924627904
N_70,0.0937802717089653,0.30183953046798706,0.043366484344005585,-0.23200732586591738,3504,0,2.8538812785306685e-12,2.8538812785306685e-12,0.08352337514383762,0.04358173434620916
N_71,0.0885002389550209,0.2928628921508789,0.04130028560757637,-0.07535008737536998,2782,0,3.594536304803758e-12,3.594536304803758e-12,0.08735795454707501,0.04567396955245883
N_8,0.09652203321456909,0.30631792545318604,0.039279717952013016,-0.1966749342405596,2598,0,3.8491147036033525e-12,3.8491147036033525e-12,0.1620689655188466,0.08818011257225729
N_9,0.09314914047718048,0.3000844419002533,0.046843428164720535,-0.1612690442816208,3114,0,3.2113037893281592e-12,3.2113037893281592e-12,0.12910459715020167,0.06900684931666266
S_100,0.09910743683576584,0.3102392256259918,0.06554039567708969,-0.027350611287869003,4280,0,2.3364485981253824e-12,2.3364485981253824e-12,0.2407364250766246,0.13683931646690045
S_101,0.09244796633720398,0.2981269061565399,0.06498824805021286,-0.039510529709233966,4232,0,2.362948960296874e-12,2.362948960296874e-12,0.214268840067075,0.11998941659066016
S_102,0.0845162495970726,0.28560712933540344,0.06231469660997391,0.0478510250207662,3890,0,2.5706940873969907e-12,2.5706940873969907e-12,0.09516480697820294,0.04995960140176413
S_103,0.09384237229824066,0.3014436960220337,0.04704238474369049,-0.26780337141866034,3452,0,2.896871378902385e-12,2.896871378902385e-12,0.03735340958587324,0.01903216288135286
S_104,0.10000960528850555,0.31171658635139465,0.03666652366518974,-0.3966866967603972,2745,0,3.642987249531356e-12,3.642987249531356e-12,0.05892986261919934,0.03035947103924314
S_105,0.09539258480072021,0.30418670177459717,0.05032660439610481,-0.16054579744703498,3414,0,2.929115407138462e-12,2.929115407138462e-12,0.1058479532176815,0.055881444891855696
S_106,0.09547251462936401,0.3049721121788025,0.05318021401762962,0.09946809978425204,3233,0,3.093102381679267e-12,3.093102381679267e-12,0.2552928450019235,0.14632418069238914
S_108,0.09565712511539459,0.3041459619998932,0.06032395735383034,-0.06263575392888303,3912,0,2.5562372188073718e-12,2.5562372188073718e-12,0.21867823424442628,0.12276178198091568
S_109,0.09158983081579208,0.29703718423843384,0.05210422724485397,-0.20986707040054278,3710,0,2.695417789750147e-12,2.695417789750147e-12,0.16167584262231546,0.08794740686765823
S_110,0.0923462063074112,0.29911404848098755,0.04454924538731575,-0.32261319457869986,3658,0,2.733734281020411e-12,2.733734281020411e-12,0.016291067066228224,0.008212428142611262
S_111,0.10222507268190384,0.31626707315444946,0.04321208596229553,-0.15013501285497358,2780,0,3.597122302145334e-12,3.597122302145334e-12,0.2920338068705412,0.17098336492067598
S_113,0.09844709187746048,0.3078807592391968,0.053549427539110184,-0.2572700060003117,3722,0,2.686727565817607e-12,2.686727565817607e-12,0.189236344115972,0.10450637414897049
S_114,0.09684564173221588,0.3054946959018707,0.052968595176935196,-0.23396308015510756,3690,0,2.7100271002636584e-12,2.7100271002636584e-12,0.1812516933091557,0.09965738120199664
S_115,0.09269720315933228,0.30003613233566284,0.04842880368232727,-0.08782544394047476,3172,0,3.152585119788296e-12,3.152585119788296e-12,0.10610831234397654,0.056026600167820406
S_118,0.09812913089990616,0.30913543701171875,0.055151280015707016,-0.0589857211605201,3662,0,2.730748225006197e-12,2.730748225006197e-12,0.24155773420582574,0.13737029580434046
S_119,0.09458194673061371,0.3019275963306427,0.04655255004763603,-0.36558894959821425,3610,0,2.7700831024854015e-12,2.7700831024854015e-12,0.10001370050815178,0.052639169312009466
S_120,0.09658312052488327,0.30572083592414856,0.046248480677604675,-0.2683920731292135,3370,0,2.967359050436299e-12,2.967359050436299e-12,0.1646954464826069,0.08973739326713431
S_121,0.09402727335691452,0.30153197050094604,0.05762588232755661,-0.039910366271589746,3688,0,2.7114967461965525e-12,2.7114967461965525e-12,0.32137538919815706,0.19145161290452992
